archivo,clase,url_origen,pagina_origen,licencia,autor,atribucion
cc_brazos_abiertos_006.jpg,brazos_abiertos,https://live.staticflickr.com/5616/31809490135_50916a8b62_b.jpg,https://www.flickr.com/photos/28752865@N08/31809490135,by,Karen Roe,"""Stratford-Upon-Avon 11-09-2016"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_007.jpg,brazos_abiertos,https://live.staticflickr.com/595/31809356615_723315f403_b.jpg,https://www.flickr.com/photos/28752865@N08/31809356615,by,Karen Roe,"""Stratford-Upon-Avon 11-09-2016"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_008.jpg,brazos_abiertos,https://live.staticflickr.com/434/31692751211_3cc1371186_b.jpg,https://www.flickr.com/photos/28752865@N08/31692751211,by,Karen Roe,"""Stratford-Upon-Avon 11-09-2016"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_009.jpg,brazos_abiertos,https://live.staticflickr.com/289/31662029032_a8dca9491a_b.jpg,https://www.flickr.com/photos/28752865@N08/31662029032,by,Karen Roe,"""Stratford-Upon-Avon 11-09-2016"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_010.jpg,brazos_abiertos,https://live.staticflickr.com/5577/30999569403_3126d35c15_b.jpg,https://www.flickr.com/photos/28752865@N08/30999569403,by,Karen Roe,"""Stratford-Upon-Avon 11-09-2016"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_011.jpg,brazos_abiertos,https://live.staticflickr.com/614/31809373995_e444641874_b.jpg,https://www.flickr.com/photos/28752865@N08/31809373995,by,Karen Roe,"""Stratford-Upon-Avon 11-09-2016"" by Karen Roe is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_012.jpg,brazos_abiertos,https://cdn.stocksnap.io/img-thumbs/960w/RVIIXYBEEY.jpg,https://stocksnap.io/photo/woman-ground-RVIIXYBEEY,cc0,Nick Demou,"""Woman Ground"" by Nick Demou is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_013.jpg,brazos_abiertos,https://cdn.stocksnap.io/img-thumbs/960w/VEPIPVNJ1B.jpg,https://stocksnap.io/photo/silhouette-man-VEPIPVNJ1B,cc0,Nick Demou,"""Silhouette Man"" by Nick Demou is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_014.jpg,brazos_abiertos,https://live.staticflickr.com/65535/53869284409_84db3053cb.jpg,https://www.flickr.com/photos/200781279@N05/53869284409,cc0,museado,"""The Holy Family (Christ in the Lap of Truth) c. 1805"" by museado is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_015.jpg,brazos_abiertos,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvc2s3MzcwLWltYWdlLWt3dng4bW16LmpwZw.jpg,https://www.rawpixel.com/image/5919968/photo-image-public-domain-person-sunlight,cc0,,"""Free woman eny sunlight outdoor"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_016.jpg,brazos_abiertos,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9zdGF0aWMvZmlsZXMvd2Vic2l0ZS8yMDIzLTA0L3dhbTI4NzQ2LWltYWdlLmpwZw.jpg,https://www.rawpixel.com/image/10129586/woman-with-outstretched-arms-20th-century-georges-tonnellier,cc0,,"""Woman Outstretched Arms (20th century)"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_017.jpg,brazos_abiertos,https://live.staticflickr.com/3475/5711616447_a06f45eaac_b.jpg,https://www.flickr.com/photos/59632563@N04/5711616447,by,hang_in_there,"""Freedom #2"" by hang_in_there is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_018.jpg,brazos_abiertos,https://live.staticflickr.com/4083/4992161717_4aac420778_b.jpg,https://www.flickr.com/photos/36281822@N08/4992161717,by,US Army Africa,"""MEDFLAG 2010, Chaplains Outreach, Kinshasa, Democratic Republic of Congo, September 2010"" by US Army Africa is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_019.jpg,brazos_abiertos,https://live.staticflickr.com/4087/4992162013_f0c6bfe6bf_b.jpg,https://www.flickr.com/photos/36281822@N08/4992162013,by,US Army Africa,"""MEDFLAG 2010, Chaplains Outreach, Kinshasa, Democratic Republic of Congo, September 2010"" by US Army Africa is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_020.jpg,brazos_abiertos,https://pd.w.org/2023/10/82865232e639248e0.60146716-1366x2048.jpg,https://wordpress.org/photos/photo/82865232e6/,cc0,annezazu,"""Person walking away on a rainy beach with the arms open to the side and their reflection visible on the shore."" by annezazu is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_021.jpg,brazos_abiertos,https://pd.w.org/2026/05/3976a1989ae9f29c7.82679968-1536x2048.jpg,https://wordpress.org/photos/photo/3976a1989a/,cc0,Alina Kakshapati,"""A picture clicked from back of a person with a long braided ponytail tied with lachha dori wearing a bright pink jacket, standing with arms wide open towards a massive, snow-dusted mountain peak under a cloudy sky."" by Alina Kakshapati is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_022.jpg,brazos_abiertos,https://live.staticflickr.com/74/201374093_e7dafdc405_b.jpg,https://www.flickr.com/photos/72511655@N00/201374093,by,greggoconnell,"""'With Arms Wide Open'"" by greggoconnell is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_023.jpg,brazos_abiertos,https://live.staticflickr.com/6239/6852730136_1b227a5473_b.jpg,https://www.flickr.com/photos/8749778@N06/6852730136,by-sa,Eric Kilby,"""Arms Wide Open"" by Eric Kilby is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_024.jpg,brazos_abiertos,https://live.staticflickr.com/8283/7876024438_ff86f16348_b.jpg,https://www.flickr.com/photos/71401718@N00/7876024438,cc0,Wonderlane,"""Reception line, with arms wide open, vintage clothing style, bowtie, vest, go fast hat, vintage dress, Jessie holds her bouque, in her white wedding dress, The Morse's, Fairbanks, Alaska, USA"" by Wonderlane is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_brazos_abiertos_025.jpg,brazos_abiertos,https://live.staticflickr.com/4035/4716164507_25fc55af60_b.jpg,https://www.flickr.com/photos/70814479@N00/4716164507,by,puresolitude,"""arms wide open"" by puresolitude is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_026.jpg,brazos_abiertos,https://live.staticflickr.com/3217/3073150468_6f0a7a37aa_b.jpg,https://www.flickr.com/photos/74288833@N00/3073150468,by,merfam,"""Arms wide open"" by merfam is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_027.jpg,brazos_abiertos,https://live.staticflickr.com/1022/3173730135_25e5dfdfd7_b.jpg,https://www.flickr.com/photos/10934572@N00/3173730135,by,Sudhamshu,"""'With arms wide open'! - 25807 views"" by Sudhamshu is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_028.jpg,brazos_abiertos,https://live.staticflickr.com/2019/4507005793_8c0bccf84d_b.jpg,https://www.flickr.com/photos/46703980@N00/4507005793,by,bigglesmith,"""Arms Wide Open"" by bigglesmith is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_029.jpg,brazos_abiertos,https://live.staticflickr.com/3318/3630406651_db523ed7e0_b.jpg,https://www.flickr.com/photos/31047935@N03/3630406651,by-sa,Patricia Russano Cuyumjian Gailland,"""Arms wide open..."" by Patricia Russano Cuyumjian Gailland is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_030.jpg,brazos_abiertos,https://live.staticflickr.com/4089/5162578929_63874759dc_b.jpg,https://www.flickr.com/photos/14558526@N03/5162578929,by-sa,keepitsurreal,"""With Arms Wide Open"" by keepitsurreal is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_031.jpg,brazos_abiertos,https://live.staticflickr.com/3085/3177352487_78cf7f9187_b.jpg,https://www.flickr.com/photos/88774309@N00/3177352487,by,permanently scatterbrained,"""thad gets in the water and immediately begins belting out 'arms wide open' by creed"" by permanently scatterbrained is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_032.jpg,brazos_abiertos,https://live.staticflickr.com/185/409426019_6997b04021_b.jpg,https://www.flickr.com/photos/46401094@N00/409426019,by-sa,cheddar-,"""Arms wide open"" by cheddar- is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_033.jpg,brazos_abiertos,https://live.staticflickr.com/1130/813468234_62c8478ee7_b.jpg,https://www.flickr.com/photos/28745163@N00/813468234,by,diongillard,"""With Arms Wide Open"" by diongillard is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_brazos_abiertos_034.jpg,brazos_abiertos,https://live.staticflickr.com/7294/16120698553_7d1899fe25.jpg,https://www.flickr.com/photos/22177184@N08/16120698553,by-sa,theoriginalhoodlum,"""this-little-light-of-mine-im-gonna-let-it-shine-LORD-squared-jesus-arms-wide-open-portrait-bright-bubble-gum-pink"" by theoriginalhoodlum is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_035.jpg,brazos_abiertos,https://live.staticflickr.com/1593/23716618713_9c3171d6e4_b.jpg,https://www.flickr.com/photos/28309363@N07/23716618713,by-sa,samuelnabi,"""With arms wide open"" by samuelnabi is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_036.jpg,brazos_abiertos,https://live.staticflickr.com/7920/33041337928_2149974729.jpg,https://www.flickr.com/photos/22526649@N03/33041337928,by-sa,tedeytan,"""Live your life with arms wide open, in the most inclusive city in the 🌎, Washington, DC USA #AsDCGoesSoGoesTheNation #WorldBelongsToOptimists #FutureStartsHere #DC #instaDC 👍️‍🌈🗽"" by tedeytan is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_037.jpg,brazos_abiertos,https://live.staticflickr.com/8646/16120699843_c169e2e4cd.jpg,https://www.flickr.com/photos/22177184@N08/16120699843,by-sa,theoriginalhoodlum,"""this-little-light-of-mine-im-gonna-let-it-shine-LORD-squared-jesus-arms-wide-open-portrait-bright-green"" by theoriginalhoodlum is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_038.jpg,brazos_abiertos,https://live.staticflickr.com/8628/16554528229_04d79dc4fe.jpg,https://www.flickr.com/photos/22177184@N08/16554528229,by-sa,theoriginalhoodlum,"""this-little-light-of-mine-im-gonna-let-it-shine-LORD-squared-jesus-arms-wide-open-portrait-bright-golden-yellow"" by theoriginalhoodlum is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_039.jpg,brazos_abiertos,https://live.staticflickr.com/7593/16714752376_8452cd50de.jpg,https://www.flickr.com/photos/22177184@N08/16714752376,by-sa,theoriginalhoodlum,"""this-little-light-of-mine-im-gonna-let-it-shine-LORD-squared-jesus-arms-wide-open-portrait-bright-orange"" by theoriginalhoodlum is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_brazos_abiertos_040.jpg,brazos_abiertos,https://live.staticflickr.com/7823/33670387858_24afa1c9e1_b.jpg,https://www.flickr.com/photos/79376123@N00/33670387858,by-sa,gedankenstuecke,"""waiting with arms wide open"" by gedankenstuecke is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_013.jpg,mano_en_menton,https://live.staticflickr.com/7843/47600087571_48db47479e_b.jpg,https://www.flickr.com/photos/147592390@N06/47600087571,by,John Beans,"""woman sitting facing chair with hands on chin - Credit to https://myfriendscoffee.com/"" by John Beans is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_014.jpg,mano_en_menton,https://live.staticflickr.com/2408/2385531671_41b0d0116c_b.jpg,https://www.flickr.com/photos/53133240@N00/2385531671,by,Muffet,"""library patrons"" by Muffet is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_015.jpg,mano_en_menton,https://live.staticflickr.com/23/24415929_b406226684_b.jpg,https://www.flickr.com/photos/35237093637@N01/24415929,by,emdot,"""meet gumbo. he's 18. and has lips."" by emdot is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_016.jpg,mano_en_menton,https://live.staticflickr.com/6227/6308594021_27bdeb9be1.jpg,https://www.flickr.com/photos/58820009@N05/6308594021,by-sa,Eva Rinaldi Celebrity Photographer,"""The Great Gatsby"" by Eva Rinaldi Celebrity Photographer is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_017.jpg,mano_en_menton,https://live.staticflickr.com/6040/6314076079_c2e5225fef.jpg,https://www.flickr.com/photos/58820009@N05/6314076079,by-sa,Eva Rinaldi Celebrity Photographer,"""The Great Gatsby"" by Eva Rinaldi Celebrity Photographer is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_018.jpg,mano_en_menton,https://live.staticflickr.com/6040/6309144616_073b07ca1e.jpg,https://www.flickr.com/photos/58820009@N05/6309144616,by-sa,Eva Rinaldi Celebrity Photographer,"""The Great Gatsby"" by Eva Rinaldi Celebrity Photographer is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_019.jpg,mano_en_menton,https://live.staticflickr.com/65535/49251238622_f4f2e42f84_b.jpg,https://www.flickr.com/photos/12357841@N02/49251238622,by,Me in ME,"""Fans"" by Me in ME is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_020.jpg,mano_en_menton,https://live.staticflickr.com/3484/3834845543_b608b450cf_b.jpg,https://www.flickr.com/photos/10485077@N06/3834845543,by,edenpictures,"""Candid Patrick"" by edenpictures is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_021.jpg,mano_en_menton,https://live.staticflickr.com/2214/1583779027_ed290deb41_b.jpg,https://www.flickr.com/photos/54272628@N00/1583779027,by,Falashad,"""Stroke the beard"" by Falashad is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_022.jpg,mano_en_menton,https://live.staticflickr.com/39/87653641_ad87b9a263_b.jpg,https://www.flickr.com/photos/82022672@N00/87653641,by-sa,brettanicus,"""Deep Thoughts"" by brettanicus is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_023.jpg,mano_en_menton,https://live.staticflickr.com/1611/25072843129_3335e1e855_b.jpg,https://www.flickr.com/photos/74105777@N00/25072843129,by,adactio,"""Lots of stripey chin-stroking at @Clearleft today."" by adactio is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_024.jpg,mano_en_menton,https://live.staticflickr.com/4138/4740843432_bb96be64a8_b.jpg,https://www.flickr.com/photos/48600098077@N01/4740843432,by,orijinal,"""Chin Stroke"" by orijinal is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_025.jpg,mano_en_menton,https://live.staticflickr.com/3214/2742925115_98fca7c805.jpg,https://www.flickr.com/photos/21309047@N00/2742925115,by,Annie Mole,"""That's proper chin stroking - Qype Party"" by Annie Mole is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_mano_en_menton_026.jpg,mano_en_menton,https://live.staticflickr.com/128/405406044_f4fe63f534_b.jpg,https://www.flickr.com/photos/99015631@N00/405406044,by-sa,openprivacy,"""chin stroking"" by openprivacy is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_027.jpg,mano_en_menton,https://d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/83.29_bw.jpg,https://www.brooklynmuseum.org/opencollection/objects/3905,by,,"""Head and Chest From a Sarcophagus"" is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/."
cc_mano_en_menton_028.jpg,mano_en_menton,https://d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/CONS.83.29_1983_xrs_detail03.jpg,https://www.brooklynmuseum.org/opencollection/objects/3905,by,,"""Head and Chest From a Sarcophagus"" is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/."
cc_mano_en_menton_029.jpg,mano_en_menton,https://d1lfxha3ugu3d4.cloudfront.net/images/opencollection/objects/size4/83.29_PS1.jpg,https://www.brooklynmuseum.org/opencollection/objects/3905,by,,"""Head and Chest From a Sarcophagus"" is licensed under CC BY 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/3.0/."
cc_mano_en_menton_030.jpg,mano_en_menton,https://live.staticflickr.com/65535/51445870595_895938e9fb_b.jpg,https://www.flickr.com/photos/39423133@N04/51445870595,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_031.jpg,mano_en_menton,https://live.staticflickr.com/65535/50980864021_90b8185c99_b.jpg,https://www.flickr.com/photos/39423133@N04/50980864021,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_032.jpg,mano_en_menton,https://live.staticflickr.com/65535/50980838281_cb5083b10d_b.jpg,https://www.flickr.com/photos/39423133@N04/50980838281,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_033.jpg,mano_en_menton,https://live.staticflickr.com/65535/51079606787_5f34192951_b.jpg,https://www.flickr.com/photos/39423133@N04/51079606787,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_034.jpg,mano_en_menton,https://live.staticflickr.com/65535/51078814398_5140801688_b.jpg,https://www.flickr.com/photos/39423133@N04/51078814398,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_035.jpg,mano_en_menton,https://live.staticflickr.com/65535/51818739932_fe290d3d42_b.jpg,https://www.flickr.com/photos/39423133@N04/51818739932,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_036.jpg,mano_en_menton,https://live.staticflickr.com/65535/51439920824_0d1e603b8f_b.jpg,https://www.flickr.com/photos/39423133@N04/51439920824,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_037.jpg,mano_en_menton,https://live.staticflickr.com/65535/51815568198_ac30e16a1d_b.jpg,https://www.flickr.com/photos/39423133@N04/51815568198,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_038.jpg,mano_en_menton,https://live.staticflickr.com/65535/50879443746_605545c0c9_b.jpg,https://www.flickr.com/photos/39423133@N04/50879443746,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_039.jpg,mano_en_menton,https://live.staticflickr.com/65535/51897214571_7f839956bc_b.jpg,https://www.flickr.com/photos/39423133@N04/51897214571,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_mano_en_menton_040.jpg,mano_en_menton,https://live.staticflickr.com/65535/51938183278_4f8b401f74_b.jpg,https://www.flickr.com/photos/39423133@N04/51938183278,by-sa,Debarshi Ray,"This work by Debarshi Ray is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/."
cc_manos_juntas_009.jpg,manos_juntas,https://upload.wikimedia.org/wikipedia/commons/f/fc/Post_Medieval%2C_Seal_Matrix_%28FindID_571790-435748%29.jpg,https://commons.wikimedia.org/w/index.php?curid=55607293,by-sa,"Birmingham Museums Trust, Peter Reavill, 2013-08-06 16:52:15","""File:Post Medieval, Seal Matrix (FindID 571790-435748).jpg"" by Birmingham Museums Trust, Peter Reavill, 2013-08-06 16:52:15 is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0."
cc_manos_juntas_010.jpg,manos_juntas,https://live.staticflickr.com/8481/8285801659_e455df1c33_b.jpg,https://www.flickr.com/photos/59768604@N03/8285801659,by,Navaneeth K N,"""Everytime you smile at someone, it is an action of love, a gift to that person, a beautiful thing ― Mother Teresa (explored)"" by Navaneeth K N is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_manos_juntas_011.jpg,manos_juntas,https://live.staticflickr.com/3741/8884654309_9011164625_b.jpg,https://www.flickr.com/photos/12950131@N06/8884654309,by,Catedrales e Iglesias,"""Santuario de la Divina Misericordia,Tocuila,Otumba,Estado de México"" by Catedrales e Iglesias is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_manos_juntas_012.jpg,manos_juntas,https://live.staticflickr.com/5154/13462508374_48878187e8.jpg,https://www.flickr.com/photos/58378770@N08/13462508374,by,Stewardship - Transforming Generosity,"""Act 21 of #40acts: pray. Prayer is generous because when we speak to God on another person’s behalf, he hears us. It’s also generous because when you offer to pray for someone, it instantly shows them that you care about their well-being and their circums"" by Stewardship - Transforming Generosity is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/."
cc_manos_juntas_013.jpg,manos_juntas,https://live.staticflickr.com/65535/53462486332_a038b1312a_b.jpg,https://www.flickr.com/photos/198268261@N07/53462486332,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (169)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_014.jpg,manos_juntas,https://live.staticflickr.com/65535/53463663249_1667f55440_b.jpg,https://www.flickr.com/photos/198268261@N07/53463663249,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (3)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_015.jpg,manos_juntas,https://live.staticflickr.com/65535/53463453953_bbca5b874e_b.jpg,https://www.flickr.com/photos/198268261@N07/53463453953,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (221)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_016.jpg,manos_juntas,https://live.staticflickr.com/65535/53462486287_e183b0233b_b.jpg,https://www.flickr.com/photos/198268261@N07/53462486287,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (175)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_017.jpg,manos_juntas,https://live.staticflickr.com/65535/53463824890_70422cf1a7_b.jpg,https://www.flickr.com/photos/198268261@N07/53463824890,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (173)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_018.jpg,manos_juntas,https://live.staticflickr.com/65535/53463538953_fdb8fd7c5e_b.jpg,https://www.flickr.com/photos/198268261@N07/53463538953,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (187)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_019.jpg,manos_juntas,https://live.staticflickr.com/65535/53463824920_ce33752d60_b.jpg,https://www.flickr.com/photos/198268261@N07/53463824920,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (170)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_020.jpg,manos_juntas,https://live.staticflickr.com/65535/53463492658_04bffc3086_b.jpg,https://www.flickr.com/photos/198268261@N07/53463492658,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (93)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_021.jpg,manos_juntas,https://live.staticflickr.com/65535/53463777655_1f89f2463e_b.jpg,https://www.flickr.com/photos/198268261@N07/53463777655,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (108)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
cc_manos_juntas_022.jpg,manos_juntas,https://live.staticflickr.com/65535/53463824885_25136563a8_b.jpg,https://www.flickr.com/photos/198268261@N07/53463824885,cc0,M. Cristian-Ioan,"""Church of Saint Anthony - Old Court (174)"" by M. Cristian-Ioan is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/."
